,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
0,2021-05-23 14:36:16.523,11407,260,6,100,False,0,car,0 days 00:00:00.136000,0 days 02:06:15.760000,9.822222222222221
1,2021-05-23 14:36:16.762,10287,261,7,100,False,0,car,0 days 00:00:00.375000,0 days 02:06:15.999000,27.149722222222223
2,2021-05-23 14:36:17.002,10078,261,7,100,False,0,car,0 days 00:00:00.615000,0 days 02:06:16.239000,44.54972222222222
3,2021-05-23 14:36:17.242,9826,262,7,0,False,0,car,0 days 00:00:00.855000,0 days 02:06:16.479000,62.0163888888889
4,2021-05-23 14:36:17.482,9892,259,7,0,False,0,car,0 days 00:00:01.095000,0 days 02:06:16.719000,79.28305555555556
5,2021-05-23 14:36:17.722,9451,250,7,0,False,0,car,0 days 00:00:01.335000,0 days 02:06:16.959000,95.94972222222225
6,2021-05-23 14:36:17.962,8958,236,7,0,True,0,car,0 days 00:00:01.575000,0 days 02:06:17.199000,111.68305555555558
7,2021-05-23 14:36:18.202,8184,226,7,0,True,0,car,0 days 00:00:01.815000,0 days 02:06:17.439000,126.74972222222225
8,2021-05-23 14:36:18.442,8161,186,7,0,True,0,car,0 days 00:00:02.055000,0 days 02:06:17.679000,139.14972222222224
9,2021-05-23 14:36:18.722,8247,169,7,0,True,0,car,0 days 00:00:02.335000,0 days 02:06:17.959000,152.29416666666668
10,2021-05-23 14:36:18.962,7284,145,5,0,True,0,car,0 days 00:00:02.575000,0 days 02:06:18.199000,161.96083333333337
11,2021-05-23 14:36:19.202,8170,133,5,0,True,0,car,0 days 00:00:02.815000,0 days 02:06:18.439000,170.82750000000004
12,2021-05-23 14:36:19.442,8382,122,4,0,True,0,car,0 days 00:00:03.055000,0 days 02:06:18.679000,178.96083333333337
13,2021-05-23 14:36:19.682,8055,118,3,0,True,0,car,0 days 00:00:03.295000,0 days 02:06:18.919000,186.82750000000004
14,2021-05-23 14:36:19.922,7744,114,3,0,False,0,car,0 days 00:00:03.535000,0 days 02:06:19.159000,194.42750000000004
15,2021-05-23 14:36:20.162,7676,110,3,10,False,0,car,0 days 00:00:03.775000,0 days 02:06:19.399000,201.76083333333338
16,2021-05-23 14:36:20.402,7908,107,3,30,False,0,car,0 days 00:00:04.015000,0 days 02:06:19.639000,208.8941666666667
17,2021-05-23 14:36:20.642,8053,110,3,63,False,0,car,0 days 00:00:04.255000,0 days 02:06:19.879000,216.22750000000002
18,2021-05-23 14:36:20.882,8443,115,3,72,False,0,car,0 days 00:00:04.495000,0 days 02:06:20.119000,223.8941666666667
19,2021-05-23 14:36:21.122,9027,122,3,81,False,0,car,0 days 00:00:04.735000,0 days 02:06:20.359000,232.02750000000003
20,2021-05-23 14:36:21.362,9685,136,3,100,False,0,car,0 days 00:00:04.975000,0 days 02:06:20.599000,241.0941666666667
21,2021-05-23 14:36:21.602,11008,147,3,100,False,0,car,0 days 00:00:05.215000,0 days 02:06:20.839000,250.8941666666667
22,2021-05-23 14:36:21.842,11739,163,3,100,False,0,car,0 days 00:00:05.455000,0 days 02:06:21.079000,261.7608333333333
23,2021-05-23 14:36:22.082,10807,170,3,100,False,0,car,0 days 00:00:05.695000,0 days 02:06:21.319000,273.09416666666664
24,2021-05-23 14:36:22.322,10912,179,4,100,False,0,car,0 days 00:00:05.935000,0 days 02:06:21.559000,285.0275
