,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
0,2021-05-23 13:34:34.752,11393,258,6,100,False,0,car,0 days 00:00:00.193000,0 days 01:04:33.989000,13.831666666666669
1,2021-05-23 13:34:34.991,11482,261,6,100,False,0,car,0 days 00:00:00.432000,0 days 01:04:34.228000,31.15916666666667
2,2021-05-23 13:34:35.231,11569,264,6,100,False,0,car,0 days 00:00:00.672000,0 days 01:04:34.468000,48.75916666666667
3,2021-05-23 13:34:35.511,11588,264,6,100,False,0,car,0 days 00:00:00.952000,0 days 01:04:34.748000,69.2925
4,2021-05-23 13:34:35.751,11550,265,6,100,True,0,car,0 days 00:00:01.192000,0 days 01:04:34.988000,86.95916666666668
5,2021-05-23 13:34:35.991,10712,257,6,0,True,0,car,0 days 00:00:01.432000,0 days 01:04:35.228000,104.0925
6,2021-05-23 13:34:36.231,9643,224,6,0,True,0,car,0 days 00:00:01.672000,0 days 01:04:35.468000,119.02583333333334
7,2021-05-23 13:34:36.471,9911,204,6,0,True,0,car,0 days 00:00:01.912000,0 days 01:04:35.708000,132.62583333333333
8,2021-05-23 13:34:36.711,9838,173,5,0,True,0,car,0 days 00:00:02.152000,0 days 01:04:35.948000,144.15916666666666
9,2021-05-23 13:34:36.951,8950,157,4,0,True,0,car,0 days 00:00:02.392000,0 days 01:04:36.188000,154.62583333333333
10,2021-05-23 13:34:37.231,9214,135,3,0,True,0,car,0 days 00:00:02.672000,0 days 01:04:36.468000,165.12583333333333
11,2021-05-23 13:34:37.471,8167,123,3,0,True,0,car,0 days 00:00:02.912000,0 days 01:04:36.708000,173.32583333333335
12,2021-05-23 13:34:37.711,7567,113,3,0,True,0,car,0 days 00:00:03.152000,0 days 01:04:36.948000,180.85916666666668
13,2021-05-23 13:34:37.951,7243,106,3,0,False,0,car,0 days 00:00:03.392000,0 days 01:04:37.188000,187.92583333333334
14,2021-05-23 13:34:38.191,7079,105,3,0,False,0,car,0 days 00:00:03.632000,0 days 01:04:37.428000,194.92583333333334
15,2021-05-23 13:34:38.431,7578,100,3,12,False,0,car,0 days 00:00:03.872000,0 days 01:04:37.668000,201.59250000000003
16,2021-05-23 13:34:38.671,7379,101,3,23,False,0,car,0 days 00:00:04.112000,0 days 01:04:37.908000,208.32583333333335
17,2021-05-23 13:34:38.911,7464,101,3,39,False,0,car,0 days 00:00:04.352000,0 days 01:04:38.148000,215.0591666666667
18,2021-05-23 13:34:39.151,8006,106,3,63,False,0,car,0 days 00:00:04.592000,0 days 01:04:38.388000,222.12583333333336
19,2021-05-23 13:34:39.391,8466,112,3,77,False,0,car,0 days 00:00:04.832000,0 days 01:04:38.628000,229.59250000000003
20,2021-05-23 13:34:39.631,9014,128,3,83,False,0,car,0 days 00:00:05.072000,0 days 01:04:38.868000,238.12583333333333
21,2021-05-23 13:34:39.832,10312,134,3,100,False,0,car,0 days 00:00:05.273000,0 days 01:04:39.069000,245.60750000000002
22,2021-05-23 13:34:40.072,10833,143,3,100,False,0,car,0 days 00:00:05.513000,0 days 01:04:39.309000,255.14083333333332
23,2021-05-23 13:34:40.312,11520,153,3,100,False,0,car,0 days 00:00:05.753000,0 days 01:04:39.549000,265.3408333333333
24,2021-05-23 13:34:40.552,11014,167,3,100,False,0,car,0 days 00:00:05.993000,0 days 01:04:39.789000,276.47416666666663
25,2021-05-23 13:34:40.792,10527,174,4,100,False,0,car,0 days 00:00:06.233000,0 days 01:04:40.029000,288.07416666666666
26,2021-05-23 13:34:41.032,11148,185,4,100,False,0,car,0 days 00:00:06.473000,0 days 01:04:40.269000,300.4075
27,2021-05-23 13:34:41.272,11694,192,4,100,False,0,car,0 days 00:00:06.713000,0 days 01:04:40.509000,313.2075
28,2021-05-23 13:34:41.512,12052,197,4,100,False,0,car,0 days 00:00:06.953000,0 days 01:04:40.749000,326.3408333333333
29,2021-05-23 13:34:41.751,10726,205,5,100,False,0,car,0 days 00:00:07.192000,0 days 01:04:40.988000,339.9505555555555
30,2021-05-23 13:34:41.991,10939,211,5,100,False,0,car,0 days 00:00:07.432000,0 days 01:04:41.228000,354.0172222222222
31,2021-05-23 13:34:42.231,11188,218,5,100,False,0,car,0 days 00:00:07.672000,0 days 01:04:41.468000,368.55055555555555
32,2021-05-23 13:34:42.471,11525,223,5,100,False,0,car,0 days 00:00:07.912000,0 days 01:04:41.708000,383.4172222222222
33,2021-05-23 13:34:42.711,11703,227,5,100,False,0,car,0 days 00:00:08.152000,0 days 01:04:41.948000,398.55055555555555
34,2021-05-23 13:34:42.951,11952,232,5,100,False,0,car,0 days 00:00:08.392000,0 days 01:04:42.188000,414.01722222222224
35,2021-05-23 13:34:43.191,11532,233,5,100,False,0,car,0 days 00:00:08.632000,0 days 01:04:42.428000,429.5505555555555
36,2021-05-23 13:34:43.431,10581,239,6,100,False,0,car,0 days 00:00:08.872000,0 days 01:04:42.668000,445.4838888888888
37,2021-05-23 13:34:43.671,10756,241,6,100,False,0,car,0 days 00:00:09.112000,0 days 01:04:42.908000,461.5505555555555
38,2021-05-23 13:34:43.911,10864,245,6,100,False,0,car,0 days 00:00:09.352000,0 days 01:04:43.148000,477.88388888888886
39,2021-05-23 13:34:44.151,10978,248,6,100,False,0,car,0 days 00:00:09.592000,0 days 01:04:43.388000,494.4172222222222
40,2021-05-23 13:34:44.391,11094,249,6,100,False,0,car,0 days 00:00:09.832000,0 days 01:04:43.628000,511.01722222222224
41,2021-05-23 13:34:44.631,11199,254,6,100,False,0,car,0 days 00:00:10.072000,0 days 01:04:43.868000,527.9505555555556
42,2021-05-23 13:34:44.871,11309,256,6,100,False,0,car,0 days 00:00:10.312000,0 days 01:04:44.108000,545.0172222222224
43,2021-05-23 13:34:45.111,11462,259,6,100,False,0,car,0 days 00:00:10.552000,0 days 01:04:44.348000,562.283888888889
44,2021-05-23 13:34:45.351,11457,260,6,100,False,0,car,0 days 00:00:10.792000,0 days 01:04:44.588000,579.6172222222223
45,2021-05-23 13:34:45.591,11447,260,6,100,False,0,car,0 days 00:00:11.032000,0 days 01:04:44.828000,596.9505555555556
46,2021-05-23 13:34:45.871,11310,261,6,99,True,0,car,0 days 00:00:11.312000,0 days 01:04:45.108000,617.2505555555557
47,2021-05-23 13:34:46.111,10515,258,6,0,True,0,car,0 days 00:00:11.552000,0 days 01:04:45.348000,634.4505555555558
48,2021-05-23 13:34:46.312,9810,243,6,0,True,0,car,0 days 00:00:11.753000,0 days 01:04:45.549000,648.0180555555556
49,2021-05-23 13:34:46.552,10334,217,6,0,True,0,car,0 days 00:00:11.993000,0 days 01:04:45.789000,662.4847222222223
50,2021-05-23 13:34:46.792,10114,207,5,0,True,0,car,0 days 00:00:12.233000,0 days 01:04:46.029000,676.2847222222224
51,2021-05-23 13:34:47.032,9552,191,5,0,True,0,car,0 days 00:00:12.473000,0 days 01:04:46.269000,689.0180555555557
52,2021-05-23 13:34:47.272,10587,182,5,0,True,0,car,0 days 00:00:12.713000,0 days 01:04:46.509000,701.1513888888891
53,2021-05-23 13:34:47.512,10109,175,4,0,True,0,car,0 days 00:00:12.953000,0 days 01:04:46.749000,712.8180555555557
54,2021-05-23 13:34:47.752,9735,168,4,0,False,0,car,0 days 00:00:13.193000,0 days 01:04:46.989000,724.0180555555557
55,2021-05-23 13:34:47.992,9432,163,4,0,False,0,car,0 days 00:00:13.433000,0 days 01:04:47.229000,734.8847222222224
56,2021-05-23 13:34:48.232,9209,158,4,9,False,0,car,0 days 00:00:13.673000,0 days 01:04:47.469000,745.4180555555557
57,2021-05-23 13:34:48.471,8993,155,4,21,False,0,car,0 days 00:00:13.912000,0 days 01:04:47.708000,755.7083333333335
58,2021-05-23 13:34:48.711,8963,150,4,34,False,0,car,0 days 00:00:14.152000,0 days 01:04:47.948000,765.7083333333335
59,2021-05-23 13:34:48.951,9117,149,4,56,False,0,car,0 days 00:00:14.392000,0 days 01:04:48.188000,775.6416666666669
60,2021-05-23 13:34:49.191,9325,150,4,69,False,0,car,0 days 00:00:14.632000,0 days 01:04:48.428000,785.6416666666669
61,2021-05-23 13:34:49.431,9544,156,4,78,False,0,car,0 days 00:00:14.872000,0 days 01:04:48.668000,796.0416666666669
62,2021-05-23 13:34:49.671,9890,160,4,78,False,0,car,0 days 00:00:15.112000,0 days 01:04:48.908000,806.7083333333335
63,2021-05-23 13:34:49.911,9802,162,4,61,False,0,car,0 days 00:00:15.352000,0 days 01:04:49.148000,817.5083333333334
64,2021-05-23 13:34:50.151,9771,163,4,46,False,0,car,0 days 00:00:15.592000,0 days 01:04:49.388000,828.3750000000001
65,2021-05-23 13:34:50.391,9139,161,4,0,True,0,car,0 days 00:00:15.832000,0 days 01:04:49.628000,839.1083333333335
66,2021-05-23 13:34:50.631,10076,148,4,0,True,0,car,0 days 00:00:16.072000,0 days 01:04:49.868000,848.9750000000003
67,2021-05-23 13:34:50.871,9491,140,3,0,True,0,car,0 days 00:00:16.312000,0 days 01:04:50.108000,858.3083333333335
68,2021-05-23 13:34:51.111,9258,135,3,0,True,0,car,0 days 00:00:16.552000,0 days 01:04:50.348000,867.3083333333334
69,2021-05-23 13:34:51.351,9133,130,3,8,False,0,car,0 days 00:00:16.792000,0 days 01:04:50.588000,875.9750000000001
70,2021-05-23 13:34:51.591,9046,129,3,24,False,0,car,0 days 00:00:17.032000,0 days 01:04:50.828000,884.575
71,2021-05-23 13:34:51.831,9137,125,3,56,False,0,car,0 days 00:00:17.272000,0 days 01:04:51.068000,892.9083333333334
72,2021-05-23 13:34:52.071,9685,129,3,60,False,0,car,0 days 00:00:17.512000,0 days 01:04:51.308000,901.5083333333333
73,2021-05-23 13:34:52.311,9845,132,3,65,False,0,car,0 days 00:00:17.752000,0 days 01:04:51.548000,910.3083333333334
74,2021-05-23 13:34:52.551,10390,139,3,75,False,0,car,0 days 00:00:17.992000,0 days 01:04:51.788000,919.575
75,2021-05-23 13:34:52.791,10775,145,3,82,False,0,car,0 days 00:00:18.232000,0 days 01:04:52.028000,929.2416666666668
76,2021-05-23 13:34:53.032,11475,157,3,98,False,0,car,0 days 00:00:18.473000,0 days 01:04:52.269000,939.7519444444446
77,2021-05-23 13:34:53.272,11604,166,3,100,False,0,car,0 days 00:00:18.713000,0 days 01:04:52.509000,950.8186111111112
78,2021-05-23 13:34:53.512,10837,173,4,100,False,0,car,0 days 00:00:18.953000,0 days 01:04:52.749000,962.3519444444446
79,2021-05-23 13:34:53.752,11347,186,4,100,False,0,car,0 days 00:00:19.193000,0 days 01:04:52.989000,974.7519444444445
80,2021-05-23 13:34:53.992,11044,192,4,100,False,0,car,0 days 00:00:19.433000,0 days 01:04:53.229000,987.5519444444444
81,2021-05-23 13:34:54.232,10555,203,5,100,False,0,car,0 days 00:00:19.673000,0 days 01:04:53.469000,1001.0852777777778
82,2021-05-23 13:34:54.472,10915,210,5,100,False,0,car,0 days 00:00:19.913000,0 days 01:04:53.709000,1015.0852777777777
83,2021-05-23 13:34:54.712,10206,213,5,0,True,0,car,0 days 00:00:20.153000,0 days 01:04:53.949000,1029.2852777777778
84,2021-05-23 13:34:54.952,9857,187,5,0,True,0,car,0 days 00:00:20.393000,0 days 01:04:54.189000,1041.7519444444445
85,2021-05-23 13:34:55.191,10454,165,5,0,True,0,car,0 days 00:00:20.632000,0 days 01:04:54.428000,1052.706111111111
86,2021-05-23 13:34:55.431,10711,140,3,0,True,0,car,0 days 00:00:20.872000,0 days 01:04:54.668000,1062.0394444444444
87,2021-05-23 13:34:55.671,10542,127,2,0,True,0,car,0 days 00:00:21.112000,0 days 01:04:54.908000,1070.506111111111
88,2021-05-23 13:34:55.911,9282,114,2,0,True,0,car,0 days 00:00:21.352000,0 days 01:04:55.148000,1078.106111111111
89,2021-05-23 13:34:56.151,7976,99,2,0,True,0,car,0 days 00:00:21.592000,0 days 01:04:55.388000,1084.706111111111
90,2021-05-23 13:34:56.391,7301,92,2,0,True,0,car,0 days 00:00:21.832000,0 days 01:04:55.628000,1090.8394444444443
91,2021-05-23 13:34:56.631,7092,85,2,0,True,0,car,0 days 00:00:22.072000,0 days 01:04:55.868000,1096.506111111111
92,2021-05-23 13:34:56.871,6611,82,2,0,True,0,car,0 days 00:00:22.312000,0 days 01:04:56.108000,1101.9727777777778
93,2021-05-23 13:34:57.111,6343,81,2,0,False,0,car,0 days 00:00:22.552000,0 days 01:04:56.348000,1107.3727777777779
94,2021-05-23 13:34:57.391,6080,77,2,0,False,0,car,0 days 00:00:22.832000,0 days 01:04:56.628000,1113.3616666666667
95,2021-05-23 13:34:57.631,6463,73,2,11,False,0,car,0 days 00:00:23.072000,0 days 01:04:56.868000,1118.2283333333335
96,2021-05-23 13:34:57.871,6496,71,2,28,False,0,car,0 days 00:00:23.312000,0 days 01:04:57.108000,1122.9616666666668
97,2021-05-23 13:34:58.111,6796,74,2,41,False,0,car,0 days 00:00:23.552000,0 days 01:04:57.348000,1127.8950000000002
98,2021-05-23 13:34:58.351,7625,76,2,50,False,0,car,0 days 00:00:23.792000,0 days 01:04:57.588000,1132.9616666666668
99,2021-05-23 13:34:58.591,8534,83,2,60,False,0,car,0 days 00:00:24.032000,0 days 01:04:57.828000,1138.4950000000001
100,2021-05-23 13:34:58.831,8915,97,2,71,False,0,car,0 days 00:00:24.272000,0 days 01:04:58.068000,1144.9616666666668
101,2021-05-23 13:34:59.071,9821,105,2,78,False,0,car,0 days 00:00:24.512000,0 days 01:04:58.308000,1151.9616666666668
102,2021-05-23 13:34:59.311,8981,115,2,84,False,0,car,0 days 00:00:24.752000,0 days 01:04:58.548000,1159.6283333333336
103,2021-05-23 13:34:59.512,9663,125,3,96,False,0,car,0 days 00:00:24.953000,0 days 01:04:58.749000,1166.6075000000003
104,2021-05-23 13:34:59.752,10335,141,3,100,True,0,car,0 days 00:00:25.193000,0 days 01:04:58.989000,1176.0075000000002
105,2021-05-23 13:34:59.992,9881,144,3,0,True,0,car,0 days 00:00:25.433000,0 days 01:04:59.229000,1185.6075
106,2021-05-23 13:35:00.232,9602,123,3,0,True,0,car,0 days 00:00:25.673000,0 days 01:04:59.469000,1193.8075000000001
107,2021-05-23 13:35:00.472,9165,118,2,0,True,0,car,0 days 00:00:25.913000,0 days 01:04:59.709000,1201.6741666666667
108,2021-05-23 13:35:00.712,10286,98,2,0,True,0,car,0 days 00:00:26.153000,0 days 01:04:59.949000,1208.2075
109,2021-05-23 13:35:00.952,8746,83,1,0,True,0,car,0 days 00:00:26.393000,0 days 01:05:00.189000,1213.7408333333333
110,2021-05-23 13:35:01.192,8297,74,1,0,True,0,car,0 days 00:00:26.633000,0 days 01:05:00.429000,1218.6741666666667
111,2021-05-23 13:35:01.432,7073,66,1,0,True,0,car,0 days 00:00:26.873000,0 days 01:05:00.669000,1223.0741666666665
112,2021-05-23 13:35:01.672,6877,62,1,0,True,0,car,0 days 00:00:27.113000,0 days 01:05:00.909000,1227.2075
113,2021-05-23 13:35:01.911,6362,58,1,0,False,0,car,0 days 00:00:27.352000,0 days 01:05:01.148000,1231.0580555555555
114,2021-05-23 13:35:02.151,5627,55,1,0,False,0,car,0 days 00:00:27.592000,0 days 01:05:01.388000,1234.7247222222222
115,2021-05-23 13:35:02.391,5207,53,1,0,False,0,car,0 days 00:00:27.832000,0 days 01:05:01.628000,1238.2580555555555
116,2021-05-23 13:35:02.631,4941,50,1,0,False,0,car,0 days 00:00:28.072000,0 days 01:05:01.868000,1241.5913888888888
117,2021-05-23 13:35:02.871,5439,49,1,6,False,0,car,0 days 00:00:28.312000,0 days 01:05:02.108000,1244.8580555555554
118,2021-05-23 13:35:03.111,5921,46,1,13,False,0,car,0 days 00:00:28.552000,0 days 01:05:02.348000,1247.924722222222
119,2021-05-23 13:35:03.351,6281,51,1,23,False,0,car,0 days 00:00:28.792000,0 days 01:05:02.588000,1251.3247222222221
120,2021-05-23 13:35:03.591,6968,53,1,34,False,0,car,0 days 00:00:29.032000,0 days 01:05:02.828000,1254.8580555555554
121,2021-05-23 13:35:03.831,7786,61,1,46,False,0,car,0 days 00:00:29.272000,0 days 01:05:03.068000,1258.924722222222
122,2021-05-23 13:35:04.071,8703,67,1,50,False,0,car,0 days 00:00:29.512000,0 days 01:05:03.308000,1263.3913888888887
123,2021-05-23 13:35:04.351,9578,79,1,60,False,0,car,0 days 00:00:29.792000,0 days 01:05:03.588000,1269.5358333333331
124,2021-05-23 13:35:04.591,9858,87,1,67,False,0,car,0 days 00:00:30.032000,0 days 01:05:03.828000,1275.335833333333
125,2021-05-23 13:35:04.831,8581,100,2,23,True,0,car,0 days 00:00:30.272000,0 days 01:05:04.068000,1282.0024999999996
126,2021-05-23 13:35:05.111,7818,97,2,0,True,0,car,0 days 00:00:30.552000,0 days 01:05:04.348000,1289.546944444444
127,2021-05-23 13:35:05.351,7390,90,2,0,True,0,car,0 days 00:00:30.792000,0 days 01:05:04.588000,1295.546944444444
128,2021-05-23 13:35:05.591,7357,90,2,0,True,0,car,0 days 00:00:31.032000,0 days 01:05:04.828000,1301.546944444444
