,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance
0,2021-05-23 13:39:44.232,11302,258,6,100,False,0,car,0 days 00:00:00.018000,0 days 01:09:43.469000,1.29
1,2021-05-23 13:39:44.472,11424,260,6,100,False,0,car,0 days 00:00:00.258000,0 days 01:09:43.709000,18.62333333333333
2,2021-05-23 13:39:44.712,11578,262,6,100,False,0,car,0 days 00:00:00.498000,0 days 01:09:43.949000,36.09
3,2021-05-23 13:39:44.952,11596,264,6,100,False,0,car,0 days 00:00:00.738000,0 days 01:09:44.189000,53.690000000000005
4,2021-05-23 13:39:45.192,11449,265,6,100,False,0,car,0 days 00:00:00.978000,0 days 01:09:44.429000,71.35666666666667
5,2021-05-23 13:39:45.432,10276,264,7,100,False,0,car,0 days 00:00:01.218000,0 days 01:09:44.669000,88.95666666666666
6,2021-05-23 13:39:45.672,9396,255,7,0,True,0,car,0 days 00:00:01.458000,0 days 01:09:44.909000,105.95666666666668
7,2021-05-23 13:39:45.912,9276,233,7,0,True,0,car,0 days 00:00:01.698000,0 days 01:09:45.149000,121.49000000000001
8,2021-05-23 13:39:46.152,9744,199,7,0,True,0,car,0 days 00:00:01.938000,0 days 01:09:45.389000,134.75666666666666
9,2021-05-23 13:39:46.392,10315,178,5,0,True,0,car,0 days 00:00:02.178000,0 days 01:09:45.629000,146.6233333333333
10,2021-05-23 13:39:46.632,8993,150,4,0,True,0,car,0 days 00:00:02.418000,0 days 01:09:45.869000,156.6233333333333
11,2021-05-23 13:39:46.872,9375,136,4,0,True,0,car,0 days 00:00:02.658000,0 days 01:09:46.109000,165.68999999999997
12,2021-05-23 13:39:47.112,8213,129,3,0,True,0,car,0 days 00:00:02.898000,0 days 01:09:46.349000,174.28999999999996
13,2021-05-23 13:39:47.352,7766,112,3,0,True,0,car,0 days 00:00:03.138000,0 days 01:09:46.589000,181.75666666666663
14,2021-05-23 13:39:47.592,7380,108,3,0,False,0,car,0 days 00:00:03.378000,0 days 01:09:46.829000,188.95666666666662
15,2021-05-23 13:39:47.832,7631,104,3,18,False,0,car,0 days 00:00:03.618000,0 days 01:09:47.069000,195.88999999999996
16,2021-05-23 13:39:48.072,7363,102,3,23,False,0,car,0 days 00:00:03.858000,0 days 01:09:47.309000,202.68999999999994
17,2021-05-23 13:39:48.312,7764,103,3,35,False,0,car,0 days 00:00:04.098000,0 days 01:09:47.549000,209.55666666666662
18,2021-05-23 13:39:48.552,7825,104,3,58,False,0,car,0 days 00:00:04.338000,0 days 01:09:47.789000,216.48999999999995
19,2021-05-23 13:39:48.792,8440,111,3,74,False,0,car,0 days 00:00:04.578000,0 days 01:09:48.029000,223.88999999999996
20,2021-05-23 13:39:48.993,8948,119,3,81,False,0,car,0 days 00:00:04.779000,0 days 01:09:48.230000,230.5341666666666
21,2021-05-23 13:39:49.233,9821,131,3,100,False,0,car,0 days 00:00:05.019000,0 days 01:09:48.470000,239.26749999999996
22,2021-05-23 13:39:49.473,10640,137,3,100,False,0,car,0 days 00:00:05.259000,0 days 01:09:48.710000,248.4008333333333
23,2021-05-23 13:39:49.713,11217,137,3,100,False,0,car,0 days 00:00:05.499000,0 days 01:09:48.950000,257.53416666666664
24,2021-05-23 13:39:49.953,11881,165,3,100,False,0,car,0 days 00:00:05.739000,0 days 01:09:49.190000,268.53416666666664
25,2021-05-23 13:39:50.192,10696,172,4,100,False,0,car,0 days 00:00:05.978000,0 days 01:09:49.429000,279.9530555555555
26,2021-05-23 13:39:50.432,11144,183,4,100,False,0,car,0 days 00:00:06.218000,0 days 01:09:49.669000,292.1530555555555
27,2021-05-23 13:39:50.672,11426,190,4,100,False,0,car,0 days 00:00:06.458000,0 days 01:09:49.909000,304.8197222222222
28,2021-05-23 13:39:50.912,12061,196,4,100,False,0,car,0 days 00:00:06.698000,0 days 01:09:50.149000,317.88638888888886
29,2021-05-23 13:39:51.192,10862,204,4,100,False,0,car,0 days 00:00:06.978000,0 days 01:09:50.429000,333.75305555555553
30,2021-05-23 13:39:51.432,10861,212,5,100,False,0,car,0 days 00:00:07.218000,0 days 01:09:50.669000,347.88638888888886
31,2021-05-23 13:39:51.672,11138,217,5,100,False,0,car,0 days 00:00:07.458000,0 days 01:09:50.909000,362.3530555555555
32,2021-05-23 13:39:51.912,11480,222,5,100,False,0,car,0 days 00:00:07.698000,0 days 01:09:51.149000,377.1530555555555
33,2021-05-23 13:39:52.192,11798,228,5,100,False,0,car,0 days 00:00:07.978000,0 days 01:09:51.429000,394.88638888888886
34,2021-05-23 13:39:52.432,11944,233,5,100,False,0,car,0 days 00:00:08.218000,0 days 01:09:51.669000,410.41972222222216
35,2021-05-23 13:39:52.672,10615,235,5,100,False,0,car,0 days 00:00:08.458000,0 days 01:09:51.909000,426.08638888888885
36,2021-05-23 13:39:52.912,10584,239,6,100,False,0,car,0 days 00:00:08.698000,0 days 01:09:52.149000,442.0197222222222
37,2021-05-23 13:39:53.192,10824,244,6,100,False,0,car,0 days 00:00:08.978000,0 days 01:09:52.429000,460.99749999999995
38,2021-05-23 13:39:53.432,10904,248,6,100,False,0,car,0 days 00:00:09.218000,0 days 01:09:52.669000,477.5308333333333
39,2021-05-23 13:39:53.672,11052,250,6,100,False,0,car,0 days 00:00:09.458000,0 days 01:09:52.909000,494.1975
40,2021-05-23 13:39:53.912,11146,252,6,100,False,0,car,0 days 00:00:09.698000,0 days 01:09:53.149000,510.9975
41,2021-05-23 13:39:54.192,11236,255,6,100,False,0,car,0 days 00:00:09.978000,0 days 01:09:53.429000,530.8308333333333
42,2021-05-23 13:39:54.432,11389,259,6,100,False,0,car,0 days 00:00:10.218000,0 days 01:09:53.669000,548.0975
43,2021-05-23 13:39:54.672,11474,261,6,100,False,0,car,0 days 00:00:10.458000,0 days 01:09:53.909000,565.4975
44,2021-05-23 13:39:54.912,11445,261,6,100,False,0,car,0 days 00:00:10.698000,0 days 01:09:54.149000,582.8974999999999
45,2021-05-23 13:39:55.152,11438,260,6,100,False,0,car,0 days 00:00:10.938000,0 days 01:09:54.389000,600.2308333333333
46,2021-05-23 13:39:55.392,11293,261,6,100,False,0,car,0 days 00:00:11.178000,0 days 01:09:54.629000,617.6308333333333
47,2021-05-23 13:39:55.593,10904,255,6,0,True,0,car,0 days 00:00:11.379000,0 days 01:09:54.830000,631.8683333333333
48,2021-05-23 13:39:55.833,9922,230,6,0,True,0,car,0 days 00:00:11.619000,0 days 01:09:55.070000,647.2016666666667
49,2021-05-23 13:39:56.073,10778,219,6,0,True,0,car,0 days 00:00:11.859000,0 days 01:09:55.310000,661.8016666666666
50,2021-05-23 13:39:56.313,10021,207,5,0,True,0,car,0 days 00:00:12.099000,0 days 01:09:55.550000,675.6016666666667
51,2021-05-23 13:39:56.553,9977,190,5,0,True,0,car,0 days 00:00:12.339000,0 days 01:09:55.790000,688.2683333333333
52,2021-05-23 13:39:56.792,10616,183,5,0,True,0,car,0 days 00:00:12.578000,0 days 01:09:56.029000,700.4175
53,2021-05-23 13:39:57.032,10271,175,4,0,True,0,car,0 days 00:00:12.818000,0 days 01:09:56.269000,712.0841666666666
54,2021-05-23 13:39:57.272,9975,171,4,0,False,0,car,0 days 00:00:13.058000,0 days 01:09:56.509000,723.4841666666666
55,2021-05-23 13:39:57.512,9548,167,4,0,False,0,car,0 days 00:00:13.298000,0 days 01:09:56.749000,734.6174999999998
56,2021-05-23 13:39:57.752,9512,162,4,11,False,0,car,0 days 00:00:13.538000,0 days 01:09:56.989000,745.4174999999998
